# table produced by DamageProfiler
# using mapped file PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	1352
+	31	565
+	32	239
+	33	106
+	34	62
+	35	49
+	36	22
+	37	18
+	38	18
+	39	18
+	40	23
+	41	18
+	42	21
+	43	19
+	44	15
+	45	16
+	46	15
+	47	21
+	48	25
+	49	23
+	50	9
+	51	17
+	52	16
+	53	23
+	54	22
+	55	16
+	56	18
+	57	17
+	58	12
+	59	20
+	60	13
+	61	14
+	62	17
+	63	18
+	64	18
+	65	14
+	66	12
+	67	18
+	68	6
+	69	17
+	70	11
+	71	3
+	72	9
+	73	18
+	74	14
+	75	11
+	76	20
+	77	12
+	78	15
+	79	13
+	80	13
+	81	10
+	82	8
+	83	6
+	84	9
+	85	14
+	86	9
+	87	12
+	88	3
+	89	3
+	90	12
+	91	10
+	92	13
+	93	7
+	94	6
+	95	5
+	96	13
+	97	9
+	98	7
+	99	4
+	100	6
+	101	5
+	102	7
+	103	7
+	104	8
+	105	10
+	106	2
+	107	6
+	108	8
+	109	5
+	110	1
+	111	11
+	112	6
+	113	6
+	114	8
+	115	4
+	116	7
+	117	1
+	118	2
+	119	4
+	120	7
+	121	6
+	122	6
+	123	2
+	124	2
+	125	5
+	126	5
+	127	2
+	128	5
+	129	2
+	130	5
+	131	3
+	132	1
+	134	2
+	135	3
+	136	4
+	137	1
+	138	2
+	139	5
+	142	2
+	143	1
+	144	2
+	145	3
+	147	1
+	148	3
+	149	2
+	150	3
+	151	2
+	152	2
+	153	2
+	154	4
+	155	1
+	156	3
+	157	1
+	159	1
+	160	1
+	163	2
+	164	1
+	165	2
+	166	1
+	169	3
+	170	1
+	171	1
+	172	2
+	174	1
+	175	1
+	180	2
+	181	1
+	183	1
+	184	1
+	187	1
+	188	1
+	189	3
+	190	1
+	192	2
+	194	1
+	197	2
+	199	1
+	200	1
+	203	1
+	215	1
+	216	1
+	219	1
+	231	1
+	240	1
+	245	1
+	247	1
+	252	1
+	279	1
-	30	1316
-	31	560
-	32	252
-	33	118
-	34	51
-	35	37
-	36	26
-	37	28
-	38	25
-	39	15
-	40	12
-	41	13
-	42	24
-	43	18
-	44	25
-	45	26
-	46	17
-	47	10
-	48	21
-	49	19
-	50	16
-	51	13
-	52	17
-	53	15
-	54	15
-	55	23
-	56	16
-	57	25
-	58	20
-	59	12
-	60	19
-	61	18
-	62	17
-	63	11
-	64	19
-	65	8
-	66	14
-	67	10
-	68	7
-	69	17
-	70	9
-	71	5
-	72	18
-	73	10
-	74	13
-	75	12
-	76	11
-	77	17
-	78	10
-	79	11
-	80	11
-	81	8
-	82	8
-	83	13
-	84	10
-	85	9
-	86	4
-	87	6
-	88	6
-	89	4
-	90	7
-	91	8
-	92	12
-	93	6
-	94	8
-	95	9
-	96	12
-	97	4
-	98	4
-	99	9
-	100	3
-	101	5
-	102	9
-	103	6
-	104	2
-	105	12
-	106	6
-	107	6
-	108	3
-	109	1
-	110	4
-	111	1
-	112	7
-	113	2
-	114	1
-	115	4
-	116	3
-	117	3
-	118	3
-	119	4
-	120	3
-	121	3
-	122	3
-	123	1
-	124	3
-	125	4
-	126	1
-	127	3
-	128	3
-	129	1
-	130	1
-	131	6
-	132	6
-	133	1
-	134	1
-	135	3
-	136	1
-	137	2
-	138	7
-	139	2
-	140	5
-	141	4
-	142	2
-	143	3
-	144	2
-	146	1
-	147	4
-	148	3
-	149	2
-	150	1
-	151	1
-	152	2
-	153	1
-	154	1
-	155	2
-	157	1
-	158	1
-	159	1
-	161	2
-	162	1
-	163	2
-	165	1
-	166	1
-	167	1
-	168	3
-	171	1
-	173	1
-	174	1
-	175	2
-	176	1
-	178	2
-	180	1
-	181	2
-	184	2
-	185	1
-	186	1
-	187	1
-	188	1
-	189	1
-	190	1
-	199	1
-	201	1
-	203	1
-	204	1
-	206	2
-	209	2
-	214	1
-	215	1
-	217	1
-	226	2
-	242	1
-	248	1
-	249	1
-	265	1
-	269	1
-	281	1
