# table produced by DamageProfiler
# using mapped file ToA037.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA037.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.06521739130434782
2	0.027777777777777776
3	0.0
4	0.028169014084507043
5	0.0
6	0.06060606060606061
7	0.02
8	0.034482758620689655
9	0.05555555555555555
10	0.039473684210526314
11	0.02702702702702703
12	0.015625
13	0.02564102564102564
14	0.0
15	0.015151515151515152
16	0.0
17	0.0
18	0.0
19	0.028169014084507043
20	0.013888888888888888
21	0.02666666666666667
22	0.025
23	0.03333333333333333
24	0.01282051282051282
25	0.016666666666666666
