# table produced by DamageProfiler
# using mapped file ToA029.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA029.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.009971509971509971
2	0.009428571428571429
3	0.005757196495619525
4	0.0038104310550130982
5	0.0057306590257879654
6	0.004118993135011442
7	0.005063848524878908
8	0.003553976010661928
9	0.0034828036569438396
10	0.0033318525099955577
11	0.003290917068889864
12	0.004223160702378307
13	0.0042184724689165185
14	0.0032439446366782005
15	0.0033252050543116827
16	0.004389815627743635
17	0.00673551863493489
18	0.00391815411406182
19	0.0025559105431309905
20	0.004314063848144953
21	0.0032743942370661427
22	0.0055248618784530384
23	0.004310344827586207
24	0.0025889967637540453
25	0.002163097555699762
