# table produced by DamageProfiler
# using mapped file ToA029.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA029.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	587
+	31	484
+	32	449
+	33	471
+	34	501
+	35	453
+	36	479
+	37	432
+	38	449
+	39	466
+	40	479
+	41	447
+	42	439
+	43	390
+	44	379
+	45	348
+	46	361
+	47	344
+	48	354
+	49	282
+	50	315
+	51	305
+	52	287
+	53	251
+	54	230
+	55	206
+	56	213
+	57	193
+	58	190
+	59	195
+	60	165
+	61	144
+	62	141
+	63	152
+	64	143
+	65	117
+	66	120
+	67	114
+	68	105
+	69	92
+	70	105
+	71	111
+	72	71
+	73	74
+	74	75
+	75	60
+	76	75
+	77	59
+	78	73
+	79	53
+	80	47
+	81	57
+	82	55
+	83	38
+	84	44
+	85	32
+	86	45
+	87	32
+	88	24
+	89	27
+	90	35
+	91	22
-	30	551
-	31	457
-	32	412
-	33	426
-	34	447
-	35	452
-	36	445
-	37	437
-	38	449
-	39	430
-	40	478
-	41	433
-	42	408
-	43	376
-	44	414
-	45	376
-	46	379
-	47	367
-	48	324
-	49	308
-	50	292
-	51	245
-	52	295
-	53	260
-	54	206
-	55	219
-	56	204
-	57	192
-	58	188
-	59	169
-	60	153
-	61	163
-	62	153
-	63	148
-	64	142
-	65	122
-	66	121
-	67	122
-	68	94
-	69	89
-	70	88
-	71	93
-	72	85
-	73	82
-	74	77
-	75	80
-	76	62
-	77	55
-	78	60
-	79	49
-	80	71
-	81	32
-	82	40
-	83	49
-	84	43
-	85	44
-	86	38
-	87	33
-	88	41
-	89	38
-	90	32
-	91	16
