# table produced by DamageProfiler
# using mapped file PcA003.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA003.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.02643573381950775
2	0.027753686036426712
3	0.017863930064614217
4	0.013460015835312747
5	0.017188693659281894
6	0.013182674199623353
7	0.012992125984251968
8	0.014267185473411154
9	0.02194616977225673
10	0.01713330547430004
11	0.016122364613476645
12	0.016266775111834077
13	0.011803011803011803
14	0.021023403411344704
15	0.013738551207327226
16	0.02217659137577002
17	0.01704781704781705
18	0.012510425354462052
19	0.015776699029126214
20	0.015748031496062992
21	0.016842105263157894
22	0.017971246006389777
23	0.016736401673640166
24	0.012684124386252046
25	0.013894564773191663
