# table produced by DamageProfiler
# using mapped file ToA034.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA034.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.0
2	0.0
3	0.0
4	0.0
5	0.06666666666666667
6	0.11538461538461539
7	0.0
8	0.0
9	0.0
10	0.0
11	0.10526315789473684
12	0.041666666666666664
13	0.0
14	0.05555555555555555
15	0.0
16	0.0
17	0.037037037037037035
18	0.047619047619047616
19	0.058823529411764705
20	0.047619047619047616
21	0.0
22	0.0
23	0.0
24	0.0
25	0.19047619047619047
