# table produced by DamageProfiler
# using mapped file ToA034.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA034.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.043478260869565216
2	0.0
3	0.047619047619047616
4	0.0
5	0.047619047619047616
6	0.0
7	0.0
8	0.10526315789473684
9	0.0
10	0.0
11	0.0967741935483871
12	0.043478260869565216
13	0.03225806451612903
14	0.0
15	0.0
16	0.043478260869565216
17	0.0
18	0.0
19	0.0
20	0.047619047619047616
21	0.05263157894736842
22	0.0
23	0.0
24	0.037037037037037035
25	0.041666666666666664
