# table produced by DamageProfiler
# using mapped file PaA008.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA008.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	10
+	31	8
+	32	2
+	33	3
+	34	3
+	36	2
+	38	3
+	39	2
+	41	1
+	42	3
+	43	2
+	50	1
+	51	2
+	52	2
+	54	1
+	60	2
+	61	1
+	62	1
+	63	1
+	64	1
+	67	1
+	69	1
+	75	1
+	90	1
+	94	1
+	100	1
+	101	1
+	110	1
+	111	1
+	119	1
+	125	1
+	128	1
+	130	1
+	150	1
+	207	1
+	249	1
-	30	12
-	31	8
-	32	6
-	33	4
-	34	3
-	35	1
-	39	1
-	41	2
-	43	1
-	44	2
-	46	1
-	47	1
-	49	1
-	52	1
-	54	1
-	55	1
-	58	1
-	59	1
-	60	3
-	62	1
-	64	1
-	65	1
-	66	1
-	69	2
-	76	1
-	81	1
-	90	1
-	91	1
-	114	2
-	123	1
-	134	1
-	154	1
-	173	1
