# table produced by DamageProfiler
# using mapped file PaA008.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA008.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.06666666666666667
2	0.03125
3	0.0
4	0.125
5	0.037037037037037035
6	0.0625
7	0.03225806451612903
8	0.05555555555555555
9	0.037037037037037035
10	0.0
11	0.0
12	0.0
13	0.037037037037037035
14	0.0
15	0.029411764705882353
16	0.03333333333333333
17	0.0
18	0.02631578947368421
19	0.047619047619047616
20	0.0
21	0.030303030303030304
22	0.029411764705882353
23	0.0
24	0.0
25	0.0
