# table produced by DamageProfiler
# using mapped file ScA008.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA008.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	35
+	31	12
+	32	7
+	33	1
+	34	2
+	35	3
+	36	1
+	37	4
+	38	3
+	39	3
+	40	4
+	41	3
+	42	4
+	43	3
+	44	5
+	45	4
+	46	5
+	48	1
+	49	3
+	50	4
+	51	4
+	52	5
+	53	5
+	54	6
+	55	2
+	56	3
+	57	4
+	58	3
+	59	5
+	60	4
+	61	2
+	62	4
+	63	3
+	64	5
+	65	4
+	66	3
+	67	2
+	68	6
+	69	4
+	70	4
+	71	2
+	72	4
+	73	2
+	74	3
+	75	2
+	76	3
+	77	1
+	81	1
+	82	3
+	83	4
+	84	1
+	86	1
+	87	1
+	90	1
+	91	2
+	92	1
+	93	3
+	94	3
+	95	1
+	96	2
+	97	3
+	98	1
+	99	1
+	101	1
+	102	2
+	105	1
+	107	1
+	109	1
+	113	1
+	115	2
+	116	1
+	118	1
+	120	1
+	121	1
+	124	1
+	125	1
+	126	2
+	131	1
+	134	1
+	138	1
+	141	2
+	142	1
+	150	1
+	180	1
+	182	1
+	188	1
+	259	1
-	30	21
-	31	16
-	32	2
-	33	8
-	34	1
-	35	5
-	36	2
-	37	4
-	38	4
-	39	2
-	40	4
-	41	3
-	42	7
-	43	5
-	44	6
-	45	3
-	46	2
-	47	1
-	48	6
-	49	1
-	50	1
-	51	1
-	52	2
-	53	4
-	54	5
-	55	5
-	56	5
-	58	6
-	59	4
-	60	4
-	61	3
-	62	4
-	63	3
-	64	7
-	65	3
-	66	6
-	67	2
-	68	1
-	69	1
-	70	2
-	71	4
-	72	2
-	73	1
-	74	2
-	75	5
-	76	4
-	77	1
-	78	1
-	80	3
-	81	3
-	82	2
-	84	1
-	85	3
-	86	1
-	87	1
-	88	1
-	89	2
-	92	1
-	94	1
-	95	1
-	96	2
-	97	1
-	98	2
-	100	2
-	101	1
-	102	2
-	103	1
-	105	1
-	106	2
-	107	1
-	108	3
-	109	1
-	111	3
-	112	2
-	113	1
-	114	2
-	116	1
-	117	2
-	120	1
-	124	1
-	131	1
-	138	1
-	145	1
-	153	1
-	155	1
-	156	1
-	171	1
-	174	1
