# table produced by DamageProfiler
# using mapped file ScA008.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA008.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.014705882352941176
2	0.03125
3	0.021739130434782608
4	0.034482758620689655
5	0.011627906976744186
6	0.011235955056179775
7	0.021739130434782608
8	0.0
9	0.03296703296703297
10	0.041237113402061855
11	0.045454545454545456
12	0.012658227848101266
13	0.011111111111111112
14	0.0
15	0.018867924528301886
16	0.021505376344086023
17	0.021739130434782608
18	0.038461538461538464
19	0.011494252873563218
20	0.019230769230769232
21	0.0
22	0.0425531914893617
23	0.031914893617021274
24	0.010101010101010102
25	0.021739130434782608
