# table produced by DamageProfiler
# using mapped file PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_BEST_013.bam
# Sample ID: PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_BEST_013.bam
pos	5pC>T
1	0.007518796992481203
2	0.022935779816513763
3	0.0
4	0.00847457627118644
5	0.01990049751243781
6	0.01092896174863388
7	0.009900990099009901
8	0.020833333333333332
9	0.0056179775280898875
10	0.026595744680851064
11	0.027932960893854747
12	0.01020408163265306
13	0.016042780748663103
14	0.014218009478672985
15	0.009708737864077669
16	0.011363636363636364
17	0.010638297872340425
18	0.005434782608695652
19	0.022099447513812154
20	0.0273224043715847
21	0.031413612565445025
22	0.021739130434782608
23	0.016042780748663103
24	0.010869565217391304
25	0.010526315789473684
