# table produced by DamageProfiler
# using mapped file RmA007.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA007.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.01145175834084761
2	0.009445513381143956
3	0.004317789291882556
4	0.00388651379712398
5	0.003465943339361061
6	0.002191656590084643
7	0.002698743156758424
8	0.0029850746268656717
9	0.0024702794503628223
10	0.0020180068301769638
11	0.0031802668321439654
12	0.002167685995200124
13	0.002104278700023381
14	0.0015323322096230463
15	0.002729961325547888
16	0.002140181915462814
17	0.0024617278252173245
18	0.002225974823457169
19	0.0017547875181200886
20	0.0016863406408094434
21	0.0015435671837616732
22	0.0015301048121796343
23	0.002547279042840602
24	0.002107164358819988
25	0.0012052730696798493
