# table produced by DamageProfiler
# using mapped file RmA007.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA007.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.10729821169647173
2	0.02221558079298665
3	0.011476455050551051
4	0.008083320379294264
5	0.005039370078740157
6	0.004689593568557392
7	0.004688197648459592
8	0.0037304910544347166
9	0.004680785758133825
10	0.0036006301102692972
11	0.0027926635972526227
12	0.00347799788295781
13	0.003543425814234017
14	0.0033275353550631477
15	0.0032079976126529394
16	0.003310510872018659
17	0.0034467256106698635
18	0.004088003567712204
19	0.00272789270288702
20	0.002151175728803501
21	0.0032296830404085924
22	0.0030868845053455803
23	0.004387291981845689
24	0.0033460076045627378
25	0.003296029434309367
