# table produced by DamageProfiler
# using mapped file RmA032.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA032.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	240
+	31	225
+	32	196
+	33	221
+	34	210
+	35	192
+	36	164
+	37	134
+	38	130
+	39	127
+	40	108
+	41	88
+	42	100
+	43	95
+	44	77
+	45	82
+	46	73
+	47	59
+	48	56
+	49	52
+	50	59
+	51	42
+	52	41
+	53	36
+	54	27
+	55	38
+	56	27
+	57	19
+	58	24
+	59	23
+	60	26
+	61	24
+	62	22
+	63	21
+	64	22
+	65	17
+	66	12
+	67	7
+	68	10
+	69	11
+	70	12
+	71	12
+	72	12
+	73	12
+	74	10
+	75	6
+	76	5
+	77	2
+	78	7
+	79	6
+	80	4
+	81	10
+	82	5
+	83	4
+	84	6
+	85	6
+	86	5
+	87	5
+	88	3
+	89	5
+	90	4
+	91	3
-	30	270
-	31	215
-	32	211
-	33	193
-	34	206
-	35	154
-	36	166
-	37	160
-	38	139
-	39	119
-	40	95
-	41	108
-	42	120
-	43	105
-	44	83
-	45	81
-	46	78
-	47	63
-	48	64
-	49	55
-	50	53
-	51	39
-	52	34
-	53	33
-	54	36
-	55	29
-	56	33
-	57	23
-	58	23
-	59	20
-	60	21
-	61	23
-	62	15
-	63	10
-	64	15
-	65	10
-	66	13
-	67	11
-	68	17
-	69	13
-	70	11
-	71	12
-	72	11
-	73	7
-	74	6
-	75	7
-	76	12
-	77	6
-	78	8
-	79	7
-	80	5
-	81	2
-	82	6
-	83	9
-	84	4
-	85	2
-	86	4
-	87	4
-	88	3
-	89	4
-	90	2
-	91	1
