# table produced by DamageProfiler
# using mapped file RmA056.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA056.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	218
+	31	167
+	32	120
+	33	132
+	34	120
+	35	121
+	36	93
+	37	95
+	38	102
+	39	125
+	40	91
+	41	84
+	42	82
+	43	76
+	44	77
+	45	70
+	46	68
+	47	65
+	48	67
+	49	72
+	50	51
+	51	46
+	52	41
+	53	49
+	54	46
+	55	46
+	56	35
+	57	39
+	58	31
+	59	20
+	60	30
+	61	18
+	62	32
+	63	30
+	64	24
+	65	14
+	66	16
+	67	21
+	68	16
+	69	24
+	70	16
+	71	13
+	72	12
+	73	15
+	74	20
+	75	8
+	76	9
+	77	8
+	78	9
+	79	8
+	80	8
+	81	6
+	82	6
+	83	3
+	84	7
+	85	3
+	86	4
+	87	7
+	88	3
+	89	4
+	90	2
+	91	5
-	30	241
-	31	165
-	32	133
-	33	97
-	34	109
-	35	119
-	36	118
-	37	98
-	38	107
-	39	102
-	40	92
-	41	100
-	42	92
-	43	89
-	44	91
-	45	79
-	46	71
-	47	66
-	48	60
-	49	71
-	50	57
-	51	62
-	52	47
-	53	49
-	54	46
-	55	38
-	56	40
-	57	32
-	58	38
-	59	33
-	60	26
-	61	29
-	62	28
-	63	19
-	64	19
-	65	25
-	66	16
-	67	13
-	68	18
-	69	13
-	70	15
-	71	9
-	72	11
-	73	12
-	74	14
-	75	5
-	76	9
-	77	4
-	78	4
-	79	11
-	80	5
-	81	8
-	82	8
-	83	4
-	84	7
-	85	2
-	86	3
-	87	5
-	88	5
-	89	5
-	90	3
