# table produced by DamageProfiler
# using mapped file PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_003.bam
# Sample ID: PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_003.bam
pos	3pG>A
1	0.0425531914893617
2	0.029978586723768737
3	0.02952029520295203
4	0.021691973969631236
5	0.02914798206278027
6	0.033542976939203356
7	0.03325942350332594
8	0.035211267605633804
9	0.024774774774774775
10	0.04269662921348315
11	0.0205761316872428
12	0.032327586206896554
13	0.02536997885835095
14	0.02100840336134454
15	0.028017241379310345
16	0.015418502202643172
17	0.03761061946902655
18	0.05077262693156733
19	0.03
20	0.02862595419847328
21	0.03811659192825112
22	0.035864978902953586
23	0.023454157782515993
24	0.035343035343035345
25	0.027722772277227723
