# table produced by DamageProfiler
# using mapped file PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_003.bam
# Sample ID: PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_003.bam
pos	5pC>T
1	0.026272577996715927
2	0.02768729641693811
3	0.01
4	0.014492753623188406
5	0.040293040293040296
6	0.020072992700729927
7	0.030560271646859084
8	0.022222222222222223
9	0.028455284552845527
10	0.02681992337164751
11	0.020599250936329586
12	0.01782178217821782
13	0.019762845849802372
14	0.012121212121212121
15	0.034274193548387094
16	0.015841584158415842
17	0.023762376237623763
18	0.020161290322580645
19	0.028735632183908046
20	0.02962962962962963
21	0.0196078431372549
22	0.03155818540433925
23	0.014285714285714285
24	0.0300187617260788
25	0.027237354085603113
