# table produced by DamageProfiler
# using mapped file PcA021.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA021.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	254
+	31	120
+	32	83
+	33	80
+	34	69
+	35	72
+	36	65
+	37	59
+	38	85
+	39	84
+	40	79
+	41	69
+	42	65
+	43	80
+	44	74
+	45	74
+	46	68
+	47	58
+	48	71
+	49	66
+	50	57
+	51	69
+	52	56
+	53	61
+	54	31
+	55	51
+	56	68
+	57	56
+	58	44
+	59	56
+	60	44
+	61	38
+	62	41
+	63	36
+	64	38
+	65	32
+	66	36
+	67	33
+	68	32
+	69	31
+	70	29
+	71	28
+	72	26
+	73	21
+	74	26
+	75	25
+	76	18
+	77	29
+	78	23
+	79	20
+	80	16
+	81	22
+	82	10
+	83	19
+	84	19
+	85	13
+	86	12
+	87	7
+	88	9
+	89	15
+	90	14
+	91	16
-	30	259
-	31	124
-	32	113
-	33	88
-	34	74
-	35	62
-	36	56
-	37	76
-	38	81
-	39	97
-	40	72
-	41	67
-	42	75
-	43	79
-	44	67
-	45	79
-	46	75
-	47	56
-	48	68
-	49	67
-	50	65
-	51	55
-	52	56
-	53	56
-	54	56
-	55	65
-	56	55
-	57	39
-	58	40
-	59	44
-	60	40
-	61	41
-	62	44
-	63	48
-	64	39
-	65	35
-	66	34
-	67	42
-	68	41
-	69	20
-	70	28
-	71	24
-	72	22
-	73	20
-	74	18
-	75	20
-	76	18
-	77	19
-	78	18
-	79	21
-	80	17
-	81	14
-	82	15
-	83	12
-	84	7
-	85	11
-	86	8
-	87	13
-	88	12
-	89	5
-	90	7
-	91	15
