# table produced by DamageProfiler
# using mapped file PcA021.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA021.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.046094750320102434
2	0.03538812785388128
3	0.025120772946859903
4	0.024193548387096774
5	0.02424830261881668
6	0.01841620626151013
7	0.025139664804469275
8	0.031044214487300093
9	0.019626168224299065
10	0.02123730378578024
11	0.0192131747483989
12	0.018604651162790697
13	0.02254283137962128
14	0.02072072072072072
15	0.024208566108007448
16	0.019792648444863337
17	0.020560747663551402
18	0.014414414414414415
19	0.018050541516245487
20	0.02295684113865932
21	0.01549053356282272
22	0.025454545454545455
23	0.017391304347826087
24	0.017479300827966882
25	0.02497687326549491
