# table produced by DamageProfiler
# using mapped file ScA002.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA002.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	5047
+	31	5474
+	32	5614
+	33	5672
+	34	5911
+	35	6133
+	36	6212
+	37	6401
+	38	6495
+	39	6503
+	40	6893
+	41	6643
+	42	6743
+	43	6626
+	44	6807
+	45	6576
+	46	6376
+	47	6402
+	48	6267
+	49	6163
+	50	6084
+	51	6058
+	52	5709
+	53	5775
+	54	5468
+	55	5268
+	56	5150
+	57	4882
+	58	4734
+	59	4635
+	60	4527
+	61	4286
+	62	4257
+	63	3984
+	64	3803
+	65	3735
+	66	3534
+	67	3380
+	68	3197
+	69	3082
+	70	3060
+	71	2759
+	72	2784
+	73	2672
+	74	2394
+	75	2438
+	76	2304
+	77	2203
+	78	2019
+	79	2018
+	80	1926
+	81	1887
+	82	1835
+	83	1701
+	84	1622
+	85	1480
+	86	1510
+	87	1394
+	88	1300
+	89	1271
+	90	1230
+	91	1122
+	92	1178
+	93	1098
+	94	1031
+	95	1039
+	96	998
+	97	913
+	98	870
+	99	864
+	100	766
+	101	831
+	102	842
+	103	742
+	104	688
+	105	660
+	106	680
+	107	638
+	108	592
+	109	621
+	110	526
+	111	543
+	112	499
+	113	497
+	114	491
+	115	488
+	116	409
+	117	435
+	118	430
+	119	396
+	120	433
+	121	359
+	122	364
+	123	368
+	124	336
+	125	306
+	126	319
+	127	296
+	128	291
+	129	289
+	130	306
+	131	265
+	132	276
+	133	254
+	134	248
+	135	240
+	136	241
+	137	223
+	138	255
+	139	222
+	140	231
+	141	218
+	142	182
+	143	203
+	144	182
+	145	172
+	146	200
+	147	196
+	148	173
+	149	171
+	150	146
+	151	175
+	152	147
+	153	144
+	154	130
+	155	143
+	156	126
+	157	143
+	158	149
+	159	132
+	160	98
+	161	119
+	162	125
+	163	143
+	164	110
+	165	131
+	166	96
+	167	120
+	168	119
+	169	105
+	170	93
+	171	93
+	172	82
+	173	100
+	174	96
+	175	101
+	176	74
+	177	84
+	178	86
+	179	75
+	180	75
+	181	91
+	182	72
+	183	88
+	184	63
+	185	72
+	186	71
+	187	79
+	188	72
+	189	65
+	190	66
+	191	65
+	192	67
+	193	60
+	194	65
+	195	70
+	196	54
+	197	50
+	198	56
+	199	56
+	200	57
+	201	59
+	202	45
+	203	53
+	204	43
+	205	55
+	206	41
+	207	50
+	208	37
+	209	43
+	210	39
+	211	54
+	212	35
+	213	37
+	214	32
+	215	32
+	216	30
+	217	32
+	218	36
+	219	36
+	220	32
+	221	35
+	222	29
+	223	32
+	224	34
+	225	26
+	226	38
+	227	36
+	228	41
+	229	24
+	230	26
+	231	24
+	232	26
+	233	32
+	234	24
+	235	31
+	236	30
+	237	24
+	238	13
+	239	28
+	240	21
+	241	19
+	242	25
+	243	25
+	244	27
+	245	31
+	246	20
+	247	27
+	248	26
+	249	26
+	250	18
+	251	20
+	252	21
+	253	16
+	254	20
+	255	19
+	256	20
+	257	26
+	258	18
+	259	17
+	260	19
+	261	12
+	262	12
+	263	14
+	264	14
+	265	16
+	266	23
+	267	19
+	268	9
+	269	10
+	270	21
+	271	12
+	272	9
+	273	16
+	274	15
+	275	9
+	276	12
+	277	6
+	278	7
+	279	15
+	280	6
+	281	10
+	282	14
+	283	14
+	284	11
+	285	11
+	286	18
+	287	9
+	288	12
+	289	11
-	30	5166
-	31	5520
-	32	5689
-	33	5830
-	34	5945
-	35	6097
-	36	6181
-	37	6525
-	38	6429
-	39	6591
-	40	6625
-	41	6732
-	42	6718
-	43	6678
-	44	6576
-	45	6664
-	46	6457
-	47	6410
-	48	6300
-	49	6158
-	50	6071
-	51	6007
-	52	6098
-	53	5759
-	54	5556
-	55	5259
-	56	5234
-	57	4975
-	58	4739
-	59	4593
-	60	4475
-	61	4311
-	62	4095
-	63	3924
-	64	3843
-	65	3643
-	66	3524
-	67	3303
-	68	3208
-	69	3142
-	70	3017
-	71	2680
-	72	2827
-	73	2613
-	74	2569
-	75	2350
-	76	2320
-	77	2167
-	78	2076
-	79	2001
-	80	1840
-	81	1861
-	82	1807
-	83	1736
-	84	1612
-	85	1519
-	86	1459
-	87	1443
-	88	1367
-	89	1338
-	90	1220
-	91	1183
-	92	1192
-	93	1019
-	94	1051
-	95	1017
-	96	938
-	97	914
-	98	881
-	99	854
-	100	840
-	101	869
-	102	768
-	103	748
-	104	725
-	105	649
-	106	588
-	107	629
-	108	626
-	109	579
-	110	587
-	111	595
-	112	522
-	113	495
-	114	492
-	115	527
-	116	463
-	117	420
-	118	374
-	119	391
-	120	383
-	121	434
-	122	368
-	123	385
-	124	326
-	125	349
-	126	333
-	127	313
-	128	301
-	129	315
-	130	292
-	131	292
-	132	257
-	133	256
-	134	253
-	135	244
-	136	258
-	137	228
-	138	218
-	139	202
-	140	237
-	141	207
-	142	196
-	143	207
-	144	191
-	145	213
-	146	194
-	147	169
-	148	164
-	149	176
-	150	166
-	151	167
-	152	161
-	153	163
-	154	175
-	155	121
-	156	134
-	157	129
-	158	133
-	159	130
-	160	131
-	161	117
-	162	125
-	163	121
-	164	124
-	165	130
-	166	134
-	167	105
-	168	97
-	169	109
-	170	96
-	171	102
-	172	91
-	173	91
-	174	105
-	175	108
-	176	89
-	177	90
-	178	79
-	179	87
-	180	64
-	181	69
-	182	72
-	183	80
-	184	72
-	185	57
-	186	67
-	187	65
-	188	63
-	189	73
-	190	66
-	191	81
-	192	56
-	193	55
-	194	61
-	195	53
-	196	57
-	197	63
-	198	58
-	199	58
-	200	52
-	201	54
-	202	37
-	203	53
-	204	38
-	205	52
-	206	42
-	207	40
-	208	45
-	209	42
-	210	45
-	211	37
-	212	42
-	213	50
-	214	43
-	215	34
-	216	44
-	217	33
-	218	37
-	219	39
-	220	33
-	221	38
-	222	38
-	223	24
-	224	31
-	225	33
-	226	45
-	227	23
-	228	24
-	229	33
-	230	30
-	231	28
-	232	31
-	233	27
-	234	23
-	235	23
-	236	28
-	237	30
-	238	26
-	239	24
-	240	34
-	241	23
-	242	22
-	243	11
-	244	21
-	245	30
-	246	22
-	247	26
-	248	22
-	249	19
-	250	13
-	251	23
-	252	21
-	253	14
-	254	26
-	255	19
-	256	15
-	257	16
-	258	19
-	259	21
-	260	16
-	261	19
-	262	20
-	263	14
-	264	18
-	265	14
-	266	21
-	267	12
-	268	12
-	269	18
-	270	13
-	271	13
-	272	16
-	273	15
-	274	12
-	275	12
-	276	8
-	277	9
-	278	16
-	279	16
-	280	13
-	281	12
-	282	14
-	283	15
-	284	14
-	285	17
-	286	11
-	287	9
-	288	8
-	289	8
