# table produced by DamageProfiler
# using mapped file ScA001.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA001.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.029761053083416797
2	0.016580811332904056
3	0.008732309545317675
4	0.006336575302092543
5	0.007095410628019324
6	0.006639505055077713
7	0.005761067313523348
8	0.006299212598425197
9	0.004887277313574019
10	0.0078064012490242
11	0.006334981458590853
12	0.006747431375555896
13	0.005417956656346749
14	0.00569405971068021
15	0.005243676742751388
16	0.006204436171862882
17	0.0035653387071771818
18	0.006887052341597796
19	0.004761173398863462
20	0.00552062567090937
21	0.007320872274143302
22	0.006151007227433492
23	0.0057856272838002435
24	0.0036325109732102314
25	0.00509416486569929
