# table produced by DamageProfiler
# using mapped file ScA001.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA001.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.007808340727595386
2	0.008725686238865661
3	0.005415977132540996
4	0.0043076923076923075
5	0.00606508875739645
6	0.004493708807669263
7	0.003251277287505806
8	0.005686305480966672
9	0.003907471084713973
10	0.00400962309542903
11	0.004756619628983669
12	0.003354681305275999
13	0.003932054105064486
14	0.006790123456790123
15	0.0029977911012937833
16	0.004527005931938807
17	0.004113273216263249
18	0.004713275726630008
19	0.004283965728274173
20	0.0034558592522777255
21	0.0031476235442241107
22	0.003932054105064486
23	0.004859695877096724
24	0.0035581683168316833
25	0.003449357165255566
