# table produced by DamageProfiler
# using mapped file PcA013.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA013.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	228
+	31	121
+	32	62
+	33	23
+	34	24
+	35	15
+	36	10
+	37	16
+	38	8
+	39	13
+	40	19
+	41	9
+	42	24
+	43	14
+	44	15
+	45	19
+	46	14
+	47	8
+	48	18
+	49	10
+	50	14
+	51	12
+	52	9
+	53	8
+	54	13
+	55	6
+	56	9
+	57	9
+	58	7
+	59	11
+	60	5
+	61	8
+	62	6
+	63	3
+	64	10
+	65	5
+	66	8
+	67	3
+	68	5
+	69	5
+	70	3
+	71	4
+	72	6
+	73	7
+	74	6
+	75	9
+	76	3
+	77	3
+	78	2
+	79	2
+	80	1
+	81	4
+	82	2
+	83	1
+	84	3
+	85	2
+	86	2
+	87	5
+	88	1
+	89	1
+	91	2
-	30	230
-	31	114
-	32	47
-	33	24
-	34	18
-	35	22
-	36	16
-	37	18
-	38	18
-	39	17
-	40	17
-	41	14
-	42	18
-	43	18
-	44	14
-	45	18
-	46	15
-	47	21
-	48	20
-	49	11
-	50	13
-	51	9
-	52	14
-	53	10
-	54	8
-	55	10
-	56	7
-	57	5
-	58	7
-	59	8
-	60	13
-	61	5
-	62	7
-	63	6
-	64	9
-	65	4
-	66	7
-	67	7
-	68	10
-	69	3
-	70	8
-	71	2
-	72	7
-	73	3
-	74	1
-	75	4
-	76	6
-	77	1
-	78	6
-	79	1
-	80	4
-	81	2
-	82	3
-	83	3
-	84	5
-	85	1
-	86	3
-	87	3
-	88	2
-	89	5
-	90	2
