# table produced by DamageProfiler
# using mapped file PcA013.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA013.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.031746031746031744
2	0.03273809523809524
3	0.02824858757062147
4	0.021505376344086023
5	0.03305785123966942
6	0.013477088948787063
7	0.017241379310344827
8	0.011764705882352941
9	0.011976047904191617
10	0.023880597014925373
11	0.015873015873015872
12	0.01694915254237288
13	0.0196078431372549
14	0.005747126436781609
15	0.014044943820224719
16	0.02531645569620253
17	0.013440860215053764
18	0.02373887240356083
19	0.016901408450704224
20	0.008064516129032258
21	0.01928374655647383
22	0.012698412698412698
23	0.014925373134328358
24	0.011976047904191617
25	0.024539877300613498
