# table produced by DamageProfiler
# using mapped file PcA017.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA017.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.031758326878388844
2	0.03084648493543759
3	0.026298909557408594
4	0.021739130434782608
5	0.02412698412698413
6	0.016574585635359115
7	0.014723926380368098
8	0.021114369501466276
9	0.014167650531286895
10	0.013585351447135264
11	0.014732965009208104
12	0.020870602265951103
13	0.017139479905437353
14	0.012850467289719626
15	0.02270081490104773
16	0.016149068322981366
17	0.016049382716049384
18	0.0192195690157251
19	0.01574344023323615
20	0.016538688718251624
21	0.01608910891089109
22	0.019963702359346643
23	0.01995305164319249
24	0.028364514182257092
25	0.015503875968992248
