# table produced by DamageProfiler
# using mapped file PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_BEST_015.bam
# Sample ID: PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_BEST_015.bam
pos	3pG>A
1	0.03592814371257485
2	0.015873015873015872
3	0.005263157894736842
4	0.013761467889908258
5	0.011764705882352941
6	0.027777777777777776
7	0.03783783783783784
8	0.012422360248447204
9	0.015873015873015872
10	0.01764705882352941
11	0.0055248618784530384
12	0.00546448087431694
13	0.005494505494505495
14	0.006097560975609756
15	0.023668639053254437
16	0.014925373134328358
17	0.0
18	0.010752688172043012
19	0.005494505494505495
20	0.017964071856287425
21	0.006134969325153374
22	0.023668639053254437
23	0.01875
24	0.017857142857142856
25	0.024096385542168676
