# table produced by DamageProfiler
# using mapped file PcA014.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA014.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.04363636363636364
2	0.01488095238095238
3	0.0275
4	0.028871391076115485
5	0.022058823529411766
6	0.04591836734693878
7	0.01715686274509804
8	0.011904761904761904
9	0.02570093457943925
10	0.014925373134328358
11	0.021231422505307854
12	0.019522776572668113
13	0.020642201834862386
14	0.01288659793814433
15	0.015037593984962405
16	0.016666666666666666
17	0.02112676056338028
18	0.02403846153846154
19	0.016166281755196306
20	0.014492753623188406
21	0.0350109409190372
22	0.01762114537444934
23	0.01809954751131222
24	0.019693654266958426
25	0.020179372197309416
