# table produced by DamageProfiler
# using mapped file PcA014.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA014.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	196
+	31	109
+	32	52
+	33	25
+	34	32
+	35	35
+	36	34
+	37	32
+	38	22
+	39	27
+	40	34
+	41	29
+	42	24
+	43	30
+	44	22
+	45	24
+	46	22
+	47	29
+	48	24
+	49	27
+	50	21
+	51	18
+	52	14
+	53	20
+	54	12
+	55	21
+	56	20
+	57	15
+	58	16
+	59	7
+	60	22
+	61	7
+	62	14
+	63	8
+	64	13
+	65	8
+	66	7
+	67	7
+	68	7
+	69	4
+	70	10
+	71	4
+	72	7
+	73	5
+	74	9
+	75	6
+	76	5
+	77	3
+	78	3
+	79	5
+	80	4
+	81	4
+	82	1
+	83	4
+	84	4
+	85	1
+	86	2
+	87	4
+	88	2
+	89	4
+	90	2
+	91	3
-	30	194
-	31	89
-	32	62
-	33	37
-	34	37
-	35	25
-	36	25
-	37	34
-	38	40
-	39	30
-	40	26
-	41	26
-	42	29
-	43	27
-	44	27
-	45	27
-	46	28
-	47	20
-	48	34
-	49	22
-	50	18
-	51	10
-	52	20
-	53	15
-	54	21
-	55	16
-	56	17
-	57	17
-	58	16
-	59	14
-	60	11
-	61	17
-	62	19
-	63	4
-	64	6
-	65	7
-	66	8
-	67	11
-	68	5
-	69	9
-	70	6
-	71	10
-	72	5
-	73	6
-	74	6
-	75	7
-	76	4
-	77	6
-	78	1
-	79	6
-	80	5
-	81	2
-	82	2
-	83	2
-	84	5
-	85	3
-	86	4
-	87	3
-	89	1
-	91	1
