# table produced by DamageProfiler
# using mapped file ScA043.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA043.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	3104
+	31	3328
+	32	3306
+	33	3541
+	34	3581
+	35	3613
+	36	3815
+	37	3712
+	38	3661
+	39	3743
+	40	3679
+	41	3743
+	42	3688
+	43	3613
+	44	3580
+	45	3610
+	46	3488
+	47	3557
+	48	3399
+	49	3295
+	50	3342
+	51	3279
+	52	3197
+	53	3174
+	54	2927
+	55	2911
+	56	2861
+	57	2895
+	58	2645
+	59	2681
+	60	2651
+	61	2612
+	62	2547
+	63	2350
+	64	2323
+	65	2258
+	66	2212
+	67	2205
+	68	2136
+	69	2065
+	70	2092
+	71	2033
+	72	1978
+	73	1824
+	74	1740
+	75	1824
+	76	1714
+	77	1685
+	78	1530
+	79	1546
+	80	1536
+	81	1554
+	82	1469
+	83	1367
+	84	1341
+	85	1291
+	86	1281
+	87	1209
+	88	1206
+	89	1073
+	90	1069
+	91	1027
-	30	3155
-	31	3401
-	32	3334
-	33	3475
-	34	3550
-	35	3606
-	36	3700
-	37	3671
-	38	3799
-	39	3751
-	40	3788
-	41	3880
-	42	3808
-	43	3619
-	44	3563
-	45	3461
-	46	3511
-	47	3427
-	48	3430
-	49	3304
-	50	3343
-	51	3206
-	52	3236
-	53	3113
-	54	3009
-	55	2828
-	56	2851
-	57	2870
-	58	2762
-	59	2736
-	60	2748
-	61	2563
-	62	2520
-	63	2501
-	64	2309
-	65	2357
-	66	2268
-	67	2153
-	68	2122
-	69	2007
-	70	2066
-	71	2050
-	72	1970
-	73	1874
-	74	1790
-	75	1769
-	76	1667
-	77	1578
-	78	1534
-	79	1551
-	80	1556
-	81	1443
-	82	1467
-	83	1387
-	84	1333
-	85	1313
-	86	1202
-	87	1194
-	88	1148
-	89	1110
-	90	1113
-	91	985
