# table produced by DamageProfiler
# using mapped file RmA006.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RmA006.GrysbokCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.08187785070641895
2	0.019125307125307127
3	0.010594594594594595
4	0.006365530240402103
5	0.004954350383589335
6	0.004558749040048366
7	0.003981431002296344
8	0.0034120603851467185
9	0.003375806718517293
10	0.003239634804803822
11	0.002898550724637681
12	0.0029878038825123677
13	0.0028492361099739637
14	0.0030774267474218365
15	0.0028250422132744513
16	0.0027945668421394685
17	0.0027331294332010154
18	0.003061091572228735
19	0.0025960795911996186
20	0.002978176314547496
21	0.003118148599269184
22	0.002775724726944239
23	0.002670138946119233
24	0.00305240232312566
25	0.002617714304648928
