# table produced by DamageProfiler
# using mapped file PcA006.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA006.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.03125
2	0.047619047619047616
3	0.024390243902439025
4	0.034482758620689655
5	0.038461538461538464
6	0.02702702702702703
7	0.030303030303030304
8	0.0
9	0.029411764705882353
10	0.0
11	0.06896551724137931
12	0.0
13	0.0
14	0.1
15	0.0625
16	0.0
17	0.037037037037037035
18	0.0
19	0.0
20	0.0
21	0.029411764705882353
22	0.08
23	0.0
24	0.0
25	0.0
