# table produced by DamageProfiler
# using mapped file ScA032.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA032.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	388
+	31	372
+	32	319
+	33	293
+	34	318
+	35	319
+	36	343
+	37	350
+	38	316
+	39	366
+	40	343
+	41	381
+	42	351
+	43	336
+	44	347
+	45	324
+	46	318
+	47	295
+	48	295
+	49	319
+	50	241
+	51	255
+	52	276
+	53	243
+	54	224
+	55	244
+	56	217
+	57	201
+	58	208
+	59	157
+	60	191
+	61	201
+	62	163
+	63	143
+	64	142
+	65	135
+	66	125
+	67	113
+	68	113
+	69	114
+	70	96
+	71	105
+	72	95
+	73	95
+	74	91
+	75	73
+	76	72
+	77	63
+	78	76
+	79	62
+	80	66
+	81	74
+	82	66
+	83	62
+	84	61
+	85	66
+	86	37
+	87	49
+	88	42
+	89	42
+	90	51
+	91	31
-	30	381
-	31	389
-	32	331
-	33	328
-	34	317
-	35	319
-	36	336
-	37	363
-	38	320
-	39	352
-	40	362
-	41	358
-	42	326
-	43	340
-	44	322
-	45	304
-	46	308
-	47	313
-	48	292
-	49	267
-	50	294
-	51	268
-	52	245
-	53	243
-	54	224
-	55	222
-	56	232
-	57	209
-	58	199
-	59	186
-	60	192
-	61	165
-	62	179
-	63	152
-	64	137
-	65	135
-	66	116
-	67	138
-	68	112
-	69	109
-	70	102
-	71	96
-	72	90
-	73	97
-	74	85
-	75	64
-	76	80
-	77	75
-	78	54
-	79	70
-	80	72
-	81	71
-	82	49
-	83	63
-	84	54
-	85	51
-	86	52
-	87	55
-	88	40
-	89	41
-	90	31
-	91	37
