# table produced by DamageProfiler
# using mapped file ScA032.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA032.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.011790714812085483
2	0.010194902548725637
3	0.005655526992287918
4	0.005516549648946841
5	0.005076142131979695
6	0.00453568870852232
7	0.004341534008683068
8	0.004755111745126011
9	0.0029378531073446326
10	0.0046882325363338025
11	0.0042959427207637235
12	0.0028208744710860366
13	0.006158218853623875
14	0.003098188751191611
15	0.002751031636863824
16	0.0042990207786004295
17	0.003258087037468001
18	0.0040227165168007575
19	0.002961950330371383
20	0.002550428935775562
21	0.003521953510213665
22	0.00430416068866571
23	0.00422237860661506
24	0.004434072345390899
25	0.003227293683725219
