# table produced by DamageProfiler
# using mapped file ScA028.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA028.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.0072185001080613785
2	0.0063813113408217334
3	0.00549172871533978
4	0.00477998508373449
5	0.004699721373661418
6	0.003935983345260556
7	0.003975424647632815
8	0.0030723974505638177
9	0.0032295948326482677
10	0.003378488126563363
11	0.0030238692659074824
12	0.0035858504280407042
13	0.0032218570784200012
14	0.003787635616614239
15	0.0038858845244648813
16	0.0036652412950519244
17	0.0037988246371635443
18	0.0031544704761278875
19	0.0034482758620689655
20	0.003948957279462159
21	0.003335924342531416
22	0.0034208997611824693
23	0.003342202608864949
24	0.003695539419087137
25	0.003619507239014478
