# table produced by DamageProfiler
# using mapped file ScA028.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA028.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	2620
+	31	2600
+	32	2650
+	33	2563
+	34	2727
+	35	2680
+	36	2661
+	37	2631
+	38	2598
+	39	2574
+	40	2475
+	41	2424
+	42	2363
+	43	2267
+	44	2133
+	45	2024
+	46	2068
+	47	1946
+	48	1960
+	49	1775
+	50	1794
+	51	1629
+	52	1509
+	53	1469
+	54	1453
+	55	1339
+	56	1313
+	57	1289
+	58	1221
+	59	1196
+	60	1098
+	61	1120
+	62	1007
+	63	927
+	64	937
+	65	867
+	66	885
+	67	801
+	68	774
+	69	704
+	70	693
+	71	691
+	72	630
+	73	605
+	74	569
+	75	545
+	76	518
+	77	520
+	78	466
+	79	445
+	80	426
+	81	405
+	82	404
+	83	361
+	84	373
+	85	372
+	86	332
+	87	301
+	88	299
+	89	241
+	90	275
+	91	229
-	30	2648
-	31	2610
-	32	2698
-	33	2653
-	34	2693
-	35	2689
-	36	2672
-	37	2641
-	38	2549
-	39	2549
-	40	2502
-	41	2460
-	42	2339
-	43	2269
-	44	2182
-	45	2090
-	46	1958
-	47	2045
-	48	1890
-	49	1746
-	50	1757
-	51	1658
-	52	1574
-	53	1517
-	54	1476
-	55	1323
-	56	1287
-	57	1275
-	58	1273
-	59	1195
-	60	1142
-	61	1068
-	62	1029
-	63	970
-	64	935
-	65	890
-	66	818
-	67	800
-	68	824
-	69	725
-	70	700
-	71	661
-	72	620
-	73	565
-	74	555
-	75	580
-	76	537
-	77	487
-	78	485
-	79	491
-	80	468
-	81	424
-	82	400
-	83	387
-	84	379
-	85	360
-	86	366
-	87	354
-	88	281
-	89	285
-	90	238
-	91	250
