# table produced by DamageProfiler
# using mapped file ScA041.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA041.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.008314462432825227
2	0.00655987457105668
3	0.00512658102571208
4	0.004258826761917846
5	0.004186337671822426
6	0.0036929057337220603
7	0.0034825004353125546
8	0.003739835319388329
9	0.0034088002046559224
10	0.0034460093297511854
11	0.0031881724552122468
12	0.003587443946188341
13	0.003325694661653655
14	0.0035381335709058514
15	0.003554185403635715
16	0.0038302756657006424
17	0.003420577270456205
18	0.003756247080429761
19	0.0031849582815323685
20	0.003650591702735706
21	0.0033925542362289083
22	0.0035555555555555557
23	0.003484765320840939
24	0.003560876307409558
25	0.003392319181792866
