# table produced by DamageProfiler
# using mapped file ScA041.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA041.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	10260
+	31	10688
+	32	11094
+	33	11577
+	34	11571
+	35	11705
+	36	12053
+	37	12286
+	38	12309
+	39	12343
+	40	12119
+	41	11872
+	42	11808
+	43	11625
+	44	11170
+	45	10909
+	46	10601
+	47	10348
+	48	9982
+	49	9635
+	50	9280
+	51	8960
+	52	8793
+	53	8342
+	54	7964
+	55	7650
+	56	7267
+	57	6997
+	58	6606
+	59	6380
+	60	6190
+	61	5742
+	62	5491
+	63	5280
+	64	5041
+	65	4680
+	66	4351
+	67	4198
+	68	4123
+	69	3758
+	70	3519
+	71	3389
+	72	3241
+	73	2977
+	74	2864
+	75	2729
+	76	2520
+	77	2434
+	78	2208
+	79	2137
+	80	1939
+	81	1929
+	82	1871
+	83	1629
+	84	1645
+	85	1592
+	86	1482
+	87	1355
+	88	1294
+	89	1219
+	90	1153
+	91	1045
-	30	10096
-	31	10725
-	32	10920
-	33	11278
-	34	11649
-	35	11899
-	36	12093
-	37	12108
-	38	12024
-	39	12249
-	40	12124
-	41	12262
-	42	11879
-	43	11618
-	44	11440
-	45	11145
-	46	10818
-	47	10456
-	48	10259
-	49	9835
-	50	9480
-	51	9115
-	52	8646
-	53	8363
-	54	7890
-	55	7736
-	56	7396
-	57	6995
-	58	6602
-	59	6240
-	60	5889
-	61	5796
-	62	5453
-	63	5212
-	64	4940
-	65	4671
-	66	4535
-	67	4194
-	68	3924
-	69	3881
-	70	3595
-	71	3400
-	72	3223
-	73	2973
-	74	2952
-	75	2584
-	76	2603
-	77	2444
-	78	2257
-	79	2157
-	80	2068
-	81	1838
-	82	1848
-	83	1694
-	84	1680
-	85	1479
-	86	1470
-	87	1273
-	88	1274
-	89	1226
-	90	1141
-	91	1083
