# table produced by DamageProfiler
# using mapped file ScA041.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA041.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.04401591964370321
2	0.014572166564641593
3	0.010003965410489554
4	0.008199343496161122
5	0.006873974858947397
6	0.00673928114334471
7	0.005842760602712613
8	0.006265180885109032
9	0.005793571221898488
10	0.005375236703099565
11	0.005494070102221401
12	0.0053564819924814475
13	0.004571727133200536
14	0.005163073593355803
15	0.004682370482755013
16	0.004806244188635262
17	0.004634525254898889
18	0.004864186451810089
19	0.004554131620267515
20	0.00474959066455285
21	0.004717073202469795
22	0.0049395801029787955
23	0.004825349691333906
24	0.0051580807750212735
25	0.004811199842255743
