# table produced by DamageProfiler
# using mapped file PaA002.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA002.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	77
+	31	30
+	32	14
+	33	2
+	34	6
+	35	1
+	36	1
+	37	1
+	38	1
+	43	2
+	46	1
+	47	2
+	48	1
+	50	1
+	51	2
+	53	1
+	62	1
+	64	1
+	65	1
+	68	1
+	70	1
+	71	1
+	77	2
+	79	1
+	83	1
+	85	2
+	86	1
+	88	1
+	105	1
+	118	1
+	122	1
+	134	1
+	141	1
+	143	1
+	154	1
+	159	1
+	162	1
+	170	1
+	176	1
+	247	1
-	30	90
-	31	22
-	32	11
-	33	5
-	34	2
-	37	1
-	41	1
-	44	1
-	46	1
-	47	2
-	48	1
-	50	2
-	53	2
-	56	2
-	57	2
-	58	1
-	60	1
-	63	1
-	65	1
-	66	1
-	67	2
-	68	1
-	70	1
-	71	1
-	73	1
-	75	1
-	76	1
-	80	1
-	96	1
-	98	1
-	101	1
-	104	1
-	105	1
-	107	1
-	116	1
-	124	1
-	125	1
-	132	1
-	143	1
-	161	1
-	167	1
-	191	1
-	198	1
-	203	1
