# table produced by DamageProfiler
# using mapped file PaA007.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA007.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	53
+	31	21
+	32	8
+	33	8
+	34	5
+	35	4
+	37	7
+	38	3
+	40	1
+	41	2
+	42	1
+	43	4
+	45	1
+	46	4
+	48	1
+	49	1
+	50	1
+	51	5
+	53	3
+	54	4
+	55	2
+	56	2
+	57	2
+	58	1
+	59	3
+	62	1
+	63	2
+	64	1
+	65	2
+	66	1
+	68	1
+	71	2
+	72	3
+	73	1
+	74	1
+	77	1
+	78	1
+	81	1
+	84	1
+	85	1
+	88	3
+	89	1
+	91	1
+	101	2
+	106	1
+	108	1
+	109	2
+	119	1
+	121	2
+	122	1
+	124	1
+	140	1
+	144	1
+	186	1
+	187	1
+	267	1
-	30	49
-	31	18
-	32	15
-	33	4
-	34	2
-	35	1
-	36	2
-	37	5
-	38	2
-	40	2
-	41	1
-	42	2
-	43	1
-	45	1
-	47	1
-	48	2
-	49	3
-	50	1
-	51	2
-	52	3
-	54	2
-	55	5
-	58	1
-	59	2
-	60	1
-	61	1
-	62	1
-	63	2
-	66	3
-	69	3
-	70	1
-	72	2
-	76	1
-	77	1
-	78	2
-	80	2
-	83	1
-	84	1
-	85	1
-	87	2
-	88	1
-	89	1
-	91	1
-	94	1
-	96	1
-	97	1
-	100	1
-	102	1
-	104	1
-	106	1
-	114	1
-	115	1
-	117	2
-	159	1
-	163	1
-	175	1
-	177	2
-	183	1
-	202	1
-	207	1
