# table produced by DamageProfiler
# using mapped file ScA009.BuffaloCape_Human_nc.Target.rmdup.noMicro_BEST_018.bam
# Sample ID: ScA009.BuffaloCape_Human_nc.Target.rmdup.noMicro_BEST_018.bam
pos	3pG>A
1	0.009202453987730062
2	0.006734006734006734
3	0.0
4	0.005633802816901409
5	0.006430868167202572
6	0.006802721088435374
7	0.010869565217391304
8	0.006779661016949152
9	0.0030959752321981426
10	0.009836065573770493
11	0.011494252873563218
12	0.012698412698412698
13	0.009771986970684038
14	0.0196078431372549
15	0.006230529595015576
16	0.006211180124223602
17	0.013986013986013986
18	0.006622516556291391
19	0.013157894736842105
20	0.024475524475524476
21	0.013468013468013467
22	0.010067114093959731
23	0.0037174721189591076
24	0.016025641025641024
25	0.016556291390728478
