# table produced by DamageProfiler
# using mapped file ScA009.BuffaloCape_Human_nc.Target.rmdup.noMicro_BEST_018.bam
# Sample ID: ScA009.BuffaloCape_Human_nc.Target.rmdup.noMicro_BEST_018.bam
pos	5pC>T
1	0.008982035928143712
2	0.011450381679389313
3	0.008849557522123894
4	0.0055248618784530384
5	0.014134275618374558
6	0.003367003367003367
7	0.007168458781362007
8	0.024096385542168676
9	0.013157894736842105
10	0.0219435736677116
11	0.013245033112582781
12	0.006389776357827476
13	0.01644736842105263
14	0.003134796238244514
15	0.012698412698412698
16	0.010033444816053512
17	0.006172839506172839
18	0.0136986301369863
19	0.013513513513513514
20	0.01567398119122257
21	0.0064516129032258064
22	0.003401360544217687
23	0.01060070671378092
24	0.012307692307692308
25	0.0
