# table produced by DamageProfiler
# using mapped file ToA036.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA036.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.047619047619047616
2	0.03773584905660377
3	0.01020408163265306
4	0.009523809523809525
5	0.01694915254237288
6	0.0196078431372549
7	0.011764705882352941
8	0.010309278350515464
9	0.02127659574468085
10	0.04
11	0.01
12	0.06363636363636363
13	0.02127659574468085
14	0.024390243902439025
15	0.023255813953488372
16	0.010752688172043012
17	0.023529411764705882
18	0.010526315789473684
19	0.020618556701030927
20	0.049019607843137254
21	0.010526315789473684
22	0.009433962264150943
23	0.0
24	0.018518518518518517
25	0.010869565217391304
