# table produced by DamageProfiler
# using mapped file ToA036.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ToA036.ElandCommon_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.047619047619047616
2	0.05063291139240506
3	0.033707865168539325
4	0.013513513513513514
5	0.009708737864077669
6	0.013888888888888888
7	0.02666666666666667
8	0.011494252873563218
9	0.036585365853658534
10	0.025
11	0.015151515151515152
12	0.010752688172043012
13	0.036585365853658534
14	0.038461538461538464
15	0.02247191011235955
16	0.020618556701030927
17	0.02531645569620253
18	0.03529411764705882
19	0.02197802197802198
20	0.034482758620689655
21	0.021739130434782608
22	0.023529411764705882
23	0.03488372093023256
24	0.04040404040404041
25	0.030303030303030304
