# table produced by DamageProfiler
# using mapped file PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_005.bam
# Sample ID: PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_005.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	331
+	31	131
+	32	51
+	33	23
+	34	14
+	35	7
+	36	9
+	37	2
+	38	1
+	39	4
+	41	2
+	43	2
+	48	3
+	49	2
+	53	1
+	54	2
+	55	1
+	56	1
+	57	2
+	59	1
+	61	1
+	63	2
+	64	1
+	67	2
+	68	1
+	69	1
+	72	1
+	75	1
+	76	1
+	79	1
+	80	1
+	84	1
+	87	1
+	92	1
+	94	1
+	96	2
+	102	1
+	103	1
+	105	2
+	112	2
+	122	2
+	124	1
+	127	1
+	128	1
+	134	1
+	138	1
+	139	1
+	145	1
+	149	1
+	157	1
+	165	1
+	181	1
+	189	1
+	197	1
-	30	315
-	31	132
-	32	60
-	33	22
-	34	15
-	35	4
-	36	4
-	37	4
-	38	1
-	40	1
-	42	2
-	43	2
-	44	3
-	45	1
-	46	1
-	49	1
-	51	1
-	52	1
-	53	2
-	54	1
-	55	1
-	56	2
-	57	1
-	59	1
-	64	2
-	65	1
-	66	1
-	69	1
-	72	2
-	74	1
-	77	1
-	78	1
-	83	1
-	85	1
-	86	1
-	90	2
-	95	1
-	97	1
-	99	1
-	101	1
-	107	1
-	108	1
-	112	1
-	115	1
-	131	1
-	132	1
-	140	1
-	143	1
-	144	1
-	146	1
-	178	1
-	181	1
-	242	1
-	265	1
