# table produced by DamageProfiler
# using mapped file PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_005.bam
# Sample ID: PaA004.BuffaloCape_Human_nc.Target.rmdup.noMicro_SCR_005.bam
pos	5pC>T
1	0.0
2	0.012605042016806723
3	0.017094017094017096
4	0.02336448598130841
5	0.009708737864077669
6	0.03225806451612903
7	0.027649769585253458
8	0.0228310502283105
9	0.028708133971291867
10	0.043478260869565216
11	0.01951219512195122
12	0.015544041450777202
13	0.05092592592592592
14	0.03333333333333333
15	0.01507537688442211
16	0.014925373134328358
17	0.017857142857142856
18	0.023474178403755867
19	0.03571428571428571
20	0.04020100502512563
21	0.018779342723004695
22	0.04081632653061224
23	0.025380710659898477
24	0.026881720430107527
25	0.03260869565217391
