# table produced by DamageProfiler
# using mapped file PcA004.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA004.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	25
+	31	12
+	32	1
+	33	3
+	34	3
+	35	2
+	36	2
+	37	1
+	38	1
+	39	2
+	40	1
+	41	1
+	42	3
+	44	2
+	45	1
+	48	2
+	49	1
+	50	1
+	51	2
+	52	2
+	53	1
+	54	3
+	55	5
+	56	2
+	57	2
+	59	4
+	60	2
+	62	1
+	63	1
+	64	2
+	65	1
+	66	1
+	67	2
+	68	1
+	69	1
+	70	1
+	71	4
+	72	1
+	76	3
+	77	2
+	79	2
+	80	1
+	82	1
+	85	1
+	87	2
+	89	1
+	116	1
+	120	1
+	125	1
+	155	1
-	30	22
-	31	7
-	32	7
-	33	3
-	34	1
-	35	2
-	36	2
-	37	1
-	38	1
-	39	2
-	40	2
-	41	3
-	42	5
-	44	4
-	45	1
-	47	2
-	48	1
-	49	1
-	50	1
-	51	4
-	52	1
-	53	2
-	55	2
-	56	1
-	57	2
-	58	1
-	62	2
-	64	1
-	65	3
-	66	2
-	67	1
-	73	1
-	74	1
-	76	1
-	77	1
-	80	2
-	87	1
-	95	1
-	96	1
-	107	1
-	121	1
-	173	1
