# table produced by DamageProfiler
# using mapped file PaA017.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA017.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	230
+	31	135
+	32	119
+	33	91
+	34	76
+	35	91
+	36	77
+	37	77
+	38	63
+	39	86
+	40	63
+	41	76
+	42	54
+	43	67
+	44	77
+	45	63
+	46	61
+	47	65
+	48	60
+	49	61
+	50	52
+	51	56
+	52	35
+	53	41
+	54	46
+	55	35
+	56	50
+	57	32
+	58	41
+	59	37
+	60	38
+	61	17
+	62	27
+	63	30
+	64	26
+	65	21
+	66	27
+	67	20
+	68	20
+	69	15
+	70	37
+	71	15
+	72	21
+	73	17
+	74	15
+	75	9
+	76	9
+	77	14
+	78	9
+	79	16
+	80	11
+	81	15
+	82	12
+	83	11
+	84	8
+	85	7
+	86	6
+	87	6
+	88	3
+	89	8
+	90	4
+	91	6
-	30	214
-	31	140
-	32	126
-	33	86
-	34	86
-	35	82
-	36	87
-	37	73
-	38	95
-	39	82
-	40	78
-	41	85
-	42	59
-	43	71
-	44	58
-	45	46
-	46	63
-	47	58
-	48	51
-	49	48
-	50	54
-	51	55
-	52	46
-	53	39
-	54	41
-	55	40
-	56	50
-	57	31
-	58	39
-	59	30
-	60	30
-	61	29
-	62	27
-	63	21
-	64	24
-	65	27
-	66	18
-	67	28
-	68	21
-	69	26
-	70	27
-	71	19
-	72	14
-	73	15
-	74	19
-	75	12
-	76	10
-	77	15
-	78	18
-	79	15
-	80	7
-	81	8
-	82	10
-	83	10
-	84	12
-	85	7
-	86	12
-	87	12
-	88	7
-	89	7
-	90	5
-	91	5
