# table produced by DamageProfiler
# using mapped file PaA017.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA017.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.14256825075834176
2	0.010964912280701754
3	0.016112789526686808
4	0.008687258687258687
5	0.0068560235063663075
6	0.007960199004975124
7	0.01044932079414838
8	0.006309148264984227
9	0.003045685279187817
10	0.009297520661157025
11	0.01053740779768177
12	0.013793103448275862
13	0.00408997955010225
14	0.006937561942517344
15	0.009635974304068522
16	0.009109311740890687
17	0.006147540983606557
18	0.005050505050505051
19	0.006060606060606061
20	0.007106598984771574
21	0.014909478168264111
22	0.0078125
23	0.009193054136874362
24	0.010256410256410256
25	0.013485477178423237
