# table produced by DamageProfiler
# using mapped file PaA003.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA003.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.007042253521126761
2	0.007575757575757576
3	0.027522935779816515
4	0.04081632653061224
5	0.018691588785046728
6	0.050505050505050504
7	0.038461538461538464
8	0.0392156862745098
9	0.04424778761061947
10	0.02857142857142857
11	0.011764705882352941
12	0.02912621359223301
13	0.03225806451612903
14	0.009615384615384616
15	0.028846153846153848
16	0.023529411764705882
17	0.03669724770642202
18	0.05555555555555555
19	0.06
20	0.0
21	0.034482758620689655
22	0.018691588785046728
23	0.039603960396039604
24	0.011494252873563218
25	0.020618556701030927
