# table produced by DamageProfiler
# using mapped file ScA029.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA029.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	8380
+	31	8828
+	32	9203
+	33	9286
+	34	9531
+	35	9851
+	36	9834
+	37	9922
+	38	10186
+	39	10160
+	40	10353
+	41	10276
+	42	10273
+	43	9857
+	44	9728
+	45	9392
+	46	9408
+	47	9315
+	48	9131
+	49	8907
+	50	8815
+	51	8495
+	52	8423
+	53	7955
+	54	7623
+	55	7479
+	56	7085
+	57	7016
+	58	6779
+	59	6639
+	60	6308
+	61	6085
+	62	5976
+	63	5818
+	64	5532
+	65	5226
+	66	5109
+	67	5030
+	68	4779
+	69	4558
+	70	4420
+	71	4282
+	72	4252
+	73	4004
+	74	3797
+	75	3632
+	76	3367
+	77	3359
+	78	3182
+	79	3235
+	80	3033
+	81	2923
+	82	2717
+	83	2634
+	84	2589
+	85	2359
+	86	2349
+	87	2219
+	88	2170
+	89	2135
+	90	2050
+	91	1858
-	30	8587
-	31	9082
-	32	8909
-	33	9328
-	34	9524
-	35	9487
-	36	9749
-	37	10054
-	38	10351
-	39	10360
-	40	10229
-	41	10248
-	42	10113
-	43	10061
-	44	9767
-	45	9548
-	46	9596
-	47	9282
-	48	9083
-	49	8919
-	50	8971
-	51	8687
-	52	8271
-	53	7936
-	54	7581
-	55	7414
-	56	7169
-	57	7020
-	58	6751
-	59	6556
-	60	6341
-	61	6092
-	62	5931
-	63	5689
-	64	5677
-	65	5241
-	66	5050
-	67	4962
-	68	4905
-	69	4582
-	70	4414
-	71	4229
-	72	3989
-	73	3982
-	74	3757
-	75	3619
-	76	3385
-	77	3382
-	78	3349
-	79	3151
-	80	2970
-	81	2901
-	82	2815
-	83	2650
-	84	2530
-	85	2488
-	86	2364
-	87	2118
-	88	2123
-	89	2081
-	90	1976
-	91	1809
