# table produced by DamageProfiler
# using mapped file ScA029.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA029.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.009991424525856052
2	0.007952741871143514
3	0.005775980805971475
4	0.0051671170004071515
5	0.004207441367853697
6	0.0044559214635070555
7	0.0036869680924791395
8	0.003397423164124307
9	0.003905531131786116
10	0.003665850504828193
11	0.003463614829504765
12	0.0036456807201411933
13	0.0035445035964250357
14	0.0037097259038613942
15	0.003299245691130368
16	0.0033167382909603557
17	0.003474061487448663
18	0.003392769373600568
19	0.003424727764903718
20	0.00351763942488303
21	0.0035686099577943247
22	0.0035408189173054094
23	0.003687735195936637
24	0.0035925210244128133
25	0.0037607790865319224
