# table produced by DamageProfiler
# using mapped file PcA011.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA011.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.04885057471264368
2	0.02
3	0.0297029702970297
4	0.02359882005899705
5	0.02922077922077922
6	0.021875
7	0.017191977077363897
8	0.018461538461538463
9	0.012232415902140673
10	0.0219435736677116
11	0.018575851393188854
12	0.018461538461538463
13	0.009146341463414634
14	0.008571428571428572
15	0.009433962264150943
16	0.01592356687898089
17	0.012121212121212121
18	0.021739130434782608
19	0.03618421052631579
20	0.009554140127388535
21	0.015060240963855422
22	0.010033444816053512
23	0.025396825396825397
24	0.022364217252396165
25	0.022222222222222223
