# table produced by DamageProfiler
# using mapped file PcA011.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PcA011.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	90
+	31	50
+	32	32
+	33	30
+	34	14
+	35	20
+	36	18
+	37	27
+	38	30
+	39	21
+	40	30
+	41	17
+	42	20
+	43	23
+	44	21
+	45	26
+	46	21
+	47	24
+	48	23
+	49	14
+	50	11
+	51	8
+	52	14
+	53	12
+	54	14
+	55	14
+	56	8
+	57	11
+	58	13
+	59	11
+	60	10
+	61	9
+	62	7
+	63	6
+	64	8
+	65	6
+	66	7
+	67	4
+	68	12
+	69	4
+	70	5
+	72	2
+	73	5
+	74	1
+	75	3
+	76	4
+	77	3
+	78	2
+	79	6
+	80	1
+	81	1
+	82	2
+	83	1
+	84	4
+	85	1
+	86	1
+	87	4
+	89	1
+	90	2
-	30	93
-	31	47
-	32	33
-	33	36
-	34	30
-	35	38
-	36	27
-	37	25
-	38	31
-	39	28
-	40	17
-	41	27
-	42	25
-	43	23
-	44	28
-	45	23
-	46	22
-	47	23
-	48	28
-	49	13
-	50	20
-	51	15
-	52	16
-	53	16
-	54	15
-	55	14
-	56	18
-	57	18
-	58	12
-	59	10
-	60	8
-	61	5
-	62	7
-	63	11
-	64	5
-	65	8
-	66	7
-	67	8
-	68	5
-	69	4
-	70	3
-	71	6
-	72	6
-	73	4
-	74	7
-	75	4
-	76	4
-	78	3
-	79	1
-	80	5
-	81	4
-	82	3
-	83	4
-	84	1
-	85	2
-	86	1
-	87	1
-	89	1
-	90	2
-	91	1
