# table produced by DamageProfiler
# using mapped file PaA024.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: PaA024.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.043478260869565216
2	0.017543859649122806
3	0.026881720430107527
4	0.03468208092485549
5	0.0053475935828877
6	0.005847953216374269
7	0.041237113402061855
8	0.031746031746031744
9	0.010810810810810811
10	0.02040816326530612
11	0.03409090909090909
12	0.015306122448979591
13	0.027624309392265192
14	0.005128205128205128
15	0.0392156862745098
16	0.026737967914438502
17	0.03125
18	0.01775147928994083
19	0.0273224043715847
20	0.01875
21	0.005780346820809248
22	0.03468208092485549
23	0.024096385542168676
24	0.02185792349726776
25	0.015706806282722512
