# table produced by DamageProfiler
# using mapped file ScA031.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA031.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.008906814553398874
2	0.007912789923896867
3	0.005589888845972276
4	0.0048329323710237905
5	0.004011273790548172
6	0.0041785725258856425
7	0.0035788937037981136
8	0.00374800476835108
9	0.00375655124360023
10	0.0037891766602841884
11	0.003356824363265017
12	0.0035346333822023177
13	0.0037970314118053157
14	0.003759586946714121
15	0.003848312354686122
16	0.0034054386265402557
17	0.0032531495943665958
18	0.00344508949197485
19	0.003747997541636021
20	0.0033909219886700944
21	0.0031342591659444096
22	0.003395431784062629
23	0.0036278254209789083
24	0.003654705811284282
25	0.0036747451144862847
