# table produced by DamageProfiler
# using mapped file ScA031.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA031.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	6947
+	31	7231
+	32	7184
+	33	7316
+	34	7429
+	35	7481
+	36	7663
+	37	7706
+	38	7515
+	39	7513
+	40	7571
+	41	7405
+	42	7245
+	43	6833
+	44	6720
+	45	6616
+	46	6422
+	47	6280
+	48	6081
+	49	6046
+	50	5789
+	51	5662
+	52	5379
+	53	5207
+	54	4982
+	55	4826
+	56	4666
+	57	4590
+	58	4264
+	59	4034
+	60	4006
+	61	3830
+	62	3727
+	63	3499
+	64	3256
+	65	3251
+	66	3238
+	67	2986
+	68	2930
+	69	2787
+	70	2795
+	71	2590
+	72	2490
+	73	2298
+	74	2245
+	75	2268
+	76	2101
+	77	1955
+	78	1854
+	79	1778
+	80	1810
+	81	1679
+	82	1625
+	83	1572
+	84	1476
+	85	1371
+	86	1335
+	87	1209
+	88	1230
+	89	1155
+	90	1089
+	91	1105
-	30	7006
-	31	7223
-	32	7217
-	33	7303
-	34	7345
-	35	7430
-	36	7564
-	37	7597
-	38	7653
-	39	7672
-	40	7475
-	41	7402
-	42	7309
-	43	6910
-	44	6844
-	45	6547
-	46	6424
-	47	6386
-	48	6053
-	49	5936
-	50	5815
-	51	5631
-	52	5518
-	53	5302
-	54	5032
-	55	4805
-	56	4622
-	57	4512
-	58	4288
-	59	4184
-	60	4032
-	61	3886
-	62	3736
-	63	3416
-	64	3368
-	65	3267
-	66	3188
-	67	3021
-	68	2955
-	69	2774
-	70	2635
-	71	2489
-	72	2479
-	73	2327
-	74	2323
-	75	2164
-	76	1971
-	77	2070
-	78	1868
-	79	1814
-	80	1815
-	81	1712
-	82	1574
-	83	1590
-	84	1450
-	85	1467
-	86	1436
-	87	1416
-	88	1194
-	89	1172
-	90	1066
-	91	1073
