# table produced by DamageProfiler
# using mapped file RxA008.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA008.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	3pG>A
1	0.014202081526452732
2	0.012076353720296066
3	0.009957446808510639
4	0.00963123644251627
5	0.010432569974554707
6	0.010210010791068315
7	0.007471017604121941
8	0.007791533200588694
9	0.006793241595540847
10	0.008452868852459017
11	0.007090986757795814
12	0.008093752634685102
13	0.007444805750470649
14	0.010444540353905914
15	0.006865982965409352
16	0.007440089973181071
17	0.0073951626935792585
18	0.007771135781383433
19	0.008237791932059448
20	0.007810510230070464
21	0.007319771895480467
22	0.009349000771935843
23	0.007668058277242907
24	0.006973140495867769
25	0.007554050533993228
