# table produced by DamageProfiler
# using mapped file RxA008.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA008.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	1422
+	31	1382
+	32	1364
+	33	1365
+	34	1333
+	35	1357
+	36	1365
+	37	1267
+	38	1187
+	39	1194
+	40	1171
+	41	1107
+	42	1032
+	43	1018
+	44	889
+	45	872
+	46	873
+	47	819
+	48	700
+	49	688
+	50	687
+	51	641
+	52	584
+	53	540
+	54	460
+	55	473
+	56	431
+	57	361
+	58	355
+	59	271
+	60	303
+	61	284
+	62	278
+	63	209
+	64	232
+	65	183
+	66	154
+	67	167
+	68	145
+	69	123
+	70	124
+	71	119
+	72	95
+	73	89
+	74	100
+	75	84
+	76	70
+	77	55
+	78	56
+	79	51
+	80	55
+	81	50
+	82	43
+	83	48
+	84	36
+	85	36
+	86	21
+	87	28
+	88	34
+	89	28
+	90	21
+	91	16
+	92	22
+	93	13
+	94	16
+	95	12
+	96	9
+	97	6
+	98	12
+	99	8
+	100	8
+	101	5
+	102	5
+	103	3
+	104	7
+	105	6
+	106	4
+	107	6
+	108	3
+	109	5
+	110	2
+	111	5
+	112	2
+	113	6
+	114	2
+	115	3
+	117	1
+	118	2
+	119	2
+	120	2
+	122	2
+	123	1
+	124	2
+	125	3
+	126	2
+	127	2
+	132	2
+	133	1
+	136	1
+	137	1
+	140	1
+	141	1
+	142	3
+	143	1
-	30	1383
-	31	1396
-	32	1376
-	33	1383
-	34	1324
-	35	1294
-	36	1322
-	37	1314
-	38	1229
-	39	1190
-	40	1160
-	41	1082
-	42	1077
-	43	1035
-	44	900
-	45	897
-	46	831
-	47	791
-	48	712
-	49	677
-	50	677
-	51	629
-	52	560
-	53	574
-	54	526
-	55	416
-	56	391
-	57	367
-	58	391
-	59	353
-	60	320
-	61	295
-	62	255
-	63	249
-	64	192
-	65	202
-	66	168
-	67	160
-	68	153
-	69	134
-	70	125
-	71	114
-	72	110
-	73	83
-	74	73
-	75	68
-	76	76
-	77	69
-	78	62
-	79	52
-	80	45
-	81	45
-	82	39
-	83	40
-	84	39
-	85	26
-	86	30
-	87	30
-	88	26
-	89	23
-	90	18
-	91	18
-	92	15
-	93	16
-	94	11
-	95	16
-	96	16
-	97	10
-	98	10
-	99	8
-	100	8
-	101	5
-	102	5
-	103	10
-	104	5
-	105	6
-	106	5
-	107	2
-	108	4
-	109	5
-	110	1
-	111	4
-	112	7
-	113	2
-	114	5
-	115	2
-	116	2
-	117	2
-	118	1
-	119	1
-	122	1
-	124	1
-	126	2
-	128	1
-	130	1
-	132	1
-	133	3
-	140	2
-	144	1
-	149	1
-	153	1
-	154	1
-	157	1
-	177	1
-	257	1
