# table produced by DamageProfiler
# using mapped file RxA008.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: RxA008.ReedbuckBh_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.06107641440117561
2	0.024270913277052955
3	0.017023517023517024
4	0.011383610948355235
5	0.011666946449555146
6	0.012018641157714005
7	0.009870086046903998
8	0.01043270053018642
9	0.011083210667590267
10	0.010581547879317884
11	0.011512161343374015
12	0.009814139308667709
13	0.010852578572668865
14	0.009946307543350057
15	0.01039786886654636
16	0.009655172413793104
17	0.008541049328917553
18	0.009987085665088248
19	0.00880557977332171
20	0.009635416666666667
21	0.009950686861570976
22	0.01097752221641401
23	0.009751850239442751
24	0.009256810367627611
25	0.011239871046440707
