# table produced by DamageProfiler
# using mapped file ScA042.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA042.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	10780
+	31	11246
+	32	11795
+	33	11777
+	34	11892
+	35	11980
+	36	11797
+	37	11883
+	38	11635
+	39	11367
+	40	10805
+	41	10851
+	42	10588
+	43	10124
+	44	9672
+	45	9091
+	46	8656
+	47	8192
+	48	7866
+	49	7488
+	50	7093
+	51	6614
+	52	6223
+	53	5929
+	54	5599
+	55	5156
+	56	4812
+	57	4593
+	58	4310
+	59	3999
+	60	3741
+	61	3542
+	62	3241
+	63	3030
+	64	2827
+	65	2660
+	66	2530
+	67	2379
+	68	2138
+	69	1984
+	70	1924
+	71	1785
+	72	1567
+	73	1527
+	74	1441
+	75	1307
+	76	1212
+	77	1164
+	78	1062
+	79	1028
+	80	977
+	81	832
+	82	857
+	83	773
+	84	692
+	85	657
+	86	645
+	87	596
+	88	519
+	89	504
+	90	460
+	91	440
-	30	11029
-	31	11220
-	32	11568
-	33	11688
-	34	11913
-	35	11913
-	36	11915
-	37	11813
-	38	11568
-	39	11403
-	40	11025
-	41	10736
-	42	10376
-	43	9974
-	44	9508
-	45	9363
-	46	8861
-	47	8316
-	48	7703
-	49	7603
-	50	7025
-	51	6639
-	52	6358
-	53	5962
-	54	5478
-	55	5189
-	56	4911
-	57	4519
-	58	4274
-	59	3980
-	60	3817
-	61	3484
-	62	3263
-	63	3075
-	64	2779
-	65	2775
-	66	2559
-	67	2291
-	68	2119
-	69	2031
-	70	1900
-	71	1740
-	72	1614
-	73	1452
-	74	1456
-	75	1398
-	76	1264
-	77	1144
-	78	1059
-	79	966
-	80	900
-	81	869
-	82	827
-	83	806
-	84	759
-	85	688
-	86	627
-	87	550
-	88	545
-	89	496
-	90	486
-	91	406
