# table produced by DamageProfiler
# using mapped file ScA026.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA026.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
pos	5pC>T
1	0.10620220900594732
2	0.0175609756097561
3	0.008496176720475786
4	0.004359197907585004
5	0.00974313551815766
6	0.005813953488372093
7	0.007332722273143905
8	0.0068846815834767644
9	0.005390835579514825
10	0.0034542314335060447
11	0.005194805194805195
12	0.005828476269775187
13	0.00425531914893617
14	0.010535557506584723
15	0.003355704697986577
16	0.006956521739130435
17	0.009540329575021683
18	0.006092254134029591
19	0.007718696397941681
20	0.005877413937867338
21	0.004101722723543888
22	0.006167400881057269
23	0.0035587188612099642
24	0.007162041181736795
25	0.008244023083264633
