# table produced by DamageProfiler
# using mapped file ScA026.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Sample ID: ScA026.BuffaloCape_Human_nc.Target.rmdup.noMicro.bam
# Std: strand of reads
Std	Length	Occurrences
+	30	317
+	31	181
+	32	124
+	33	148
+	34	117
+	35	91
+	36	124
+	37	105
+	38	102
+	39	107
+	40	115
+	41	89
+	42	98
+	43	81
+	44	69
+	45	60
+	46	66
+	47	57
+	48	55
+	49	62
+	50	78
+	51	54
+	52	62
+	53	51
+	54	55
+	55	38
+	56	33
+	57	40
+	58	38
+	59	43
+	60	35
+	61	29
+	62	31
+	63	27
+	64	24
+	65	15
+	66	14
+	67	17
+	68	15
+	69	18
+	70	16
+	71	16
+	72	11
+	73	14
+	74	8
+	75	11
+	76	10
+	77	9
+	78	8
+	79	11
+	80	2
+	81	5
+	82	7
+	83	7
+	84	7
+	85	5
+	86	6
+	87	4
+	88	2
+	89	7
+	90	4
+	91	3
-	30	329
-	31	195
-	32	141
-	33	139
-	34	109
-	35	112
-	36	95
-	37	98
-	38	110
-	39	106
-	40	95
-	41	90
-	42	87
-	43	89
-	44	85
-	45	70
-	46	84
-	47	81
-	48	70
-	49	76
-	50	72
-	51	59
-	52	52
-	53	43
-	54	37
-	55	44
-	56	49
-	57	40
-	58	18
-	59	35
-	60	43
-	61	32
-	62	30
-	63	26
-	64	15
-	65	15
-	66	19
-	67	27
-	68	22
-	69	21
-	70	19
-	71	15
-	72	11
-	73	10
-	74	16
-	75	19
-	76	8
-	77	6
-	78	4
-	79	14
-	80	9
-	81	6
-	82	7
-	83	6
-	84	2
-	85	7
-	86	8
-	87	5
-	88	3
-	89	8
-	90	4
